"year","transect","position","species","group","common_name_division_bgr","body_size_avg_bin","calcareous","dietary_pref_c","trophic_level","motility_juv","motility_adult","benthic","epibiotic","intertidal","subtidal"
1987,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1988,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1991,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1993,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1994,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1995,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1998,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1999,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
2002,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
2004,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
2006,26,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1982,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1984,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1987,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1990,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1993,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1994,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1995,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
2000,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
2006,28,"sheltered","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1982,2,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
2000,5,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1994,7,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1998,7,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1994,24,"exposed","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1994,26,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1998,26,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1993,28,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1994,28,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1998,28,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1986,26,"sheltered","Gaidropsarus","Vertebrate","Fish","medium-large","no","predator","secondary consumer","motile","motile","yes","no","no","yes"
1992,26,"sheltered","Gaidropsarus","Vertebrate","Fish","medium-large","no","predator","secondary consumer","motile","motile","yes","no","no","yes"
1984,28,"sheltered","Gastropoda","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1994,20,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1982,22,"exposed","Sedentary Polychaete","Invertebrate","Annelid worm","small","no","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
1983,24,"exposed","Celleporella hyalina","Invertebrate","Bryozoan","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
1982,7,"sheltered","Halichondria panicea","Invertebrate","Sponge","medium","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1982,2,"sheltered","Aplidium pallidum","Invertebrate","Tunicate","small-medium","no","filter-suspension","primary consumer","motile","sessile","yes","no","no","yes"
1982,7,"sheltered","Aplidium pallidum","Invertebrate","Tunicate","small-medium","no","filter-suspension","primary consumer","motile","sessile","yes","no","no","yes"
1992,7,"sheltered","Mya arenaria","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","no","yes","yes"
1982,22,"exposed","Mya arenaria","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","no","yes","yes"
1982,2,"sheltered","Sedentary Polychaete","Invertebrate","Annelid worm","small","no","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
1983,15,"exposed","Tunicate","Invertebrate","Tunicate","small","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
2006,28,"sheltered","Tunicate","Invertebrate","Tunicate","small","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1982,1,"sheltered","Testudinalia testudinalis","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1982,1,"sheltered","Cancer irroratus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","no","yes","yes"
1982,1,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1982,1,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,1,"sheltered","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,1,"sheltered","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
1982,1,"sheltered","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1982,1,"sheltered","Pagurus acadianus","Invertebrate","Crustacean","small-medium","yes","scavenger","secondary consumer","motile","motile","yes","no","yes","no"
1982,1,"sheltered","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1982,1,"sheltered","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1982,1,"sheltered","Boreochiton ruber","Invertebrate","Chiton","small","yes","herbivore","primary consumer","motile","motile","yes","yes","no","yes"
1982,8,"sheltered","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1982,8,"sheltered","Asterias rubens","Invertebrate","Sea Stars","medium-large","yes","predator","secondary consumer","motile","motile","yes","no","yes","yes"
1982,8,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1982,8,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1982,8,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,8,"sheltered","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,8,"sheltered","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1982,8,"sheltered","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1982,8,"sheltered","Ophiopholis aculeata","Invertebrate","Echinoderm","medium","yes","scavenger","secondary consumer","motile","motile","yes","no","no","yes"
1982,8,"sheltered","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1982,8,"sheltered","Pagurus acadianus","Invertebrate","Crustacean","small-medium","yes","scavenger","secondary consumer","motile","motile","yes","no","yes","no"
1982,10,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1982,10,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,10,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1982,10,"exposed","Ophiopholis aculeata","Invertebrate","Echinoderm","medium","yes","scavenger","secondary consumer","motile","motile","yes","no","no","yes"
1982,11,"exposed","Testudinalia testudinalis","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1982,11,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1982,11,"exposed","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1982,11,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,11,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,11,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1982,11,"exposed","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1982,11,"exposed","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1982,13,"exposed","Testudinalia testudinalis","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1982,13,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1982,13,"exposed","Asterias rubens","Invertebrate","Sea Stars","medium-large","yes","predator","secondary consumer","motile","motile","yes","no","yes","yes"
1982,13,"exposed","Cancer irroratus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","no","yes","yes"
1982,13,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1982,13,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1982,13,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,13,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,13,"exposed","Modiolus modiolus","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
1982,13,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1982,13,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1982,13,"exposed","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1982,13,"exposed","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1982,13,"exposed","Dendrodoa carnea","Invertebrate","Tunicate","small","no","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1982,13,"exposed","Anomia simplex","Invertebrate","Bivalve","small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1982,17,"exposed","Testudinalia testudinalis","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1982,17,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1982,17,"exposed","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1982,17,"exposed","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1982,17,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,17,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,17,"exposed","Pagurus acadianus","Invertebrate","Crustacean","small-medium","yes","scavenger","secondary consumer","motile","motile","yes","no","yes","no"
1982,17,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1982,17,"exposed","Strongylocentrotus droebachiensis","Invertebrate","Echinoderm","small-medium","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1982,18,"exposed","Testudinalia testudinalis","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1982,18,"exposed","Asterias forbesi","Invertebrate","Sea Stars","small-medium","yes","predator","secondary consumer","motile","motile","yes","no","yes","yes"
1982,18,"exposed","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1982,18,"exposed","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1982,18,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,18,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1982,18,"exposed","Littorina saxatilis","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1982,18,"exposed","Mya arenaria","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","no","yes","yes"
1982,18,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1982,18,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1982,18,"exposed","Semibalanus balanoides","Invertebrate","Barnacle","small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1983,1,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1983,1,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,1,"sheltered","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,1,"sheltered","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1983,8,"sheltered","Testudinalia testudinalis","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1983,8,"sheltered","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1983,8,"sheltered","Asterias rubens","Invertebrate","Sea Stars","medium-large","yes","predator","secondary consumer","motile","motile","yes","no","yes","yes"
1983,8,"sheltered","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1983,8,"sheltered","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,8,"sheltered","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1983,8,"sheltered","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,8,"sheltered","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1983,8,"sheltered","Ophiopholis aculeata","Invertebrate","Echinoderm","medium","yes","scavenger","secondary consumer","motile","motile","yes","no","no","yes"
1983,8,"sheltered","Pagurus acadianus","Invertebrate","Crustacean","small-medium","yes","scavenger","secondary consumer","motile","motile","yes","no","yes","no"
1983,8,"sheltered","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1983,8,"sheltered","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1983,8,"sheltered","Sedentary Polychaete","Invertebrate","Annelid worm","small","no","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
1983,10,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1983,10,"exposed","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1983,10,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,10,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,10,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,10,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1983,10,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1983,11,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1983,11,"exposed","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1983,11,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,11,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,11,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,11,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1983,11,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1983,11,"exposed","Pagurus acadianus","Invertebrate","Crustacean","small-medium","yes","scavenger","secondary consumer","motile","motile","yes","no","yes","no"
1983,11,"exposed","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1983,11,"exposed","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1983,11,"exposed","Gastropoda","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","yes","yes","yes","yes"
1983,13,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1983,13,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1983,13,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,13,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,13,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1983,17,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,17,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,18,"exposed","Testudinalia testudinalis","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1983,18,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1983,18,"exposed","Crepidula fornicata","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","sessile","sessile","yes","yes","yes","yes"
1983,18,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1983,18,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,18,"exposed","Lacuna vincta","Invertebrate","Gastropod","small","yes","filter-suspension","primary consumer","motile","motile","no","yes","yes","no"
1983,18,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,18,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1983,18,"exposed","Littorina saxatilis","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,18,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1983,18,"exposed","Nudibranchia","Invertebrate","Gastropod","small","no","predator","secondary consumer","motile","motile","yes","yes","yes","yes"
1983,18,"exposed","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1983,23,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1983,23,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1983,23,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,23,"exposed","Littorina saxatilis","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1983,23,"exposed","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
1983,23,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1983,23,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1983,23,"exposed","Annelida","Invertebrate","Annelid worm","small","no","herbivore","primary consumer","motile","motile","yes","no","yes","yes"
1984,1,"sheltered","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1984,1,"sheltered","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1984,1,"sheltered","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1984,1,"sheltered","Spirorbis","Invertebrate","Annelid worm","very small","yes","filter-suspension","primary consumer","motile","sessile","no","yes","yes","no"
1984,10,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1984,10,"exposed","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1984,10,"exposed","Small worm","Invertebrate","Small worm","small","no","filter-suspension","primary consumer","motile","motile","yes","no","yes","yes"
1984,10,"exposed","Isopoda","Invertebrate","Crustacean","small","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1984,10,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1984,10,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1984,10,"exposed","Littorina saxatilis","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","yes","no","yes","no"
1984,10,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1984,11,"exposed","Testudinalia testudinalis","Invertebrate","Gastropod","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","no","yes"
1984,11,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1984,11,"exposed","Carcinus maenus","Invertebrate","Crustacean","small-medium","yes","omnivore","secondary consumer","motile","motile","yes","yes","yes","no"
1984,11,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1984,11,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1984,11,"exposed","Metridium dianthus","Invertebrate","Anemone","small-medium","no","predator","secondary consumer","motile","sessile","yes","yes","yes","no"
1984,11,"exposed","Mytilus edulis","Invertebrate","Bivalve","medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","yes"
1984,11,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
1984,13,"exposed","Amphipoda","Invertebrate","Crustacean","small","yes","filter-suspension","secondary consumer","motile","motile","yes","yes","yes","no"
1984,13,"exposed","Anomia simplex","Invertebrate","Bivalve","small","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1984,13,"exposed","Hiatella arctica","Invertebrate","Bivalve","small-medium","yes","filter-suspension","primary consumer","motile","sessile","yes","yes","yes","no"
1984,13,"exposed","Littorina littorea","Invertebrate","Gastropod","small-medium","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1984,13,"exposed","Littorina obtusata","Invertebrate","Gastropod","small","yes","herbivore","primary consumer","motile","motile","no","yes","yes","no"
1984,13,"exposed","Nucella lapillus","Invertebrate","Gastropod","small-medium","yes","predator","secondary consumer","motile","motile","no","yes","yes","no"
