"year","transect","position","species","phylum","group","common_name_division_bgr","invasive_gom","intertidal_gom","subtidal_gom","autotroph","erect_morphology_growth_form","foliose_morphology_growth_form","filamentous_morphology_growth_form","crustose_morphology_growth_form","globular_morphology_growth_form","leathery_external_morphology","branched_external_morphology","saccate_external_morphology","corticated_internal_anatomy","space_use_canopy_gom","space_use_subcanopy_gom","space_use_turf_gom","potential_asexual_reproduction","perennial_gom","epilithic_env_position","epibiotic_env_position_gom"
2004,22,"exposed","Leathesia marina","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no ","yes","no ","yes","no","yes","yes"
2004,22,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2004,22,"exposed","Alaria esculenta","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no ","no ","no","yes","yes","no"
2004,26,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
2004,26,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2004,26,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2004,26,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2004,26,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2004,26,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2004,26,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2004,26,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2004,26,"sheltered","Dumontia contorta","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2004,26,"sheltered","Ahnfeltia plicata","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2004,26,"sheltered","Codium fragile","Chlorophyta","Algae","Green Algae","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","yes"
2004,26,"sheltered","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
2005,5,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2005,5,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2005,5,"sheltered","Clathromorphum circumscriptum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","no"
2005,5,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2005,5,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2005,5,"sheltered","Codium fragile","Chlorophyta","Algae","Green Algae","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","yes"
2005,5,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2005,5,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2005,7,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
2005,7,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2005,7,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2005,7,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2005,7,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2005,7,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2005,7,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2005,7,"sheltered","Codium fragile","Chlorophyta","Algae","Green Algae","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","yes"
2005,15,"exposed","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
2005,15,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2005,15,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2005,15,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2005,15,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2005,20,"exposed","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
2005,20,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2005,20,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2005,20,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2005,20,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2005,20,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
2005,20,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
2005,20,"exposed","Alaria esculenta","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no ","no ","no","yes","yes","no"
2005,20,"exposed","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2005,20,"exposed","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,5,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,5,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2006,5,"sheltered","Polysiphonia","Rhodophyta","Algae","Red Algae","yes/no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","yes","yes","yes"
2006,5,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,5,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,5,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,5,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,5,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2006,5,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,5,"sheltered","Leathesia marina","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no ","yes","no ","yes","no","yes","yes"
2006,7,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
2006,7,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,7,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2006,7,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2006,7,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,7,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,7,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,7,"sheltered","Ahnfeltia plicata","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,7,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,7,"sheltered","Cystoclonium purpureum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2006,7,"sheltered","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
2006,20,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,20,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,20,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,20,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2006,20,"exposed","Chordaria flagelliformis","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,20,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
2006,20,"exposed","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,22,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,22,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,22,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,22,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2006,22,"exposed","Alaria esculenta","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no ","no ","no","yes","yes","no"
2006,22,"exposed","Saccharina latissima","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2006,26,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2006,26,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,26,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,26,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,26,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,26,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2006,26,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,26,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,26,"sheltered","Clathromorphum circumscriptum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","no"
2006,26,"sheltered","Codium fragile","Chlorophyta","Algae","Green Algae","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","yes"
2006,28,"sheltered","Prasiola stipitata","Chlorophyta","Algae","Green Algae","no","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no ","no ","yes","yes","yes","yes","no"
2006,28,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2006,28,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2006,28,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,28,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,28,"sheltered","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
2006,28,"sheltered","Clathromorphum circumscriptum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","no"
2006,28,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,28,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2006,28,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2006,28,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2006,28,"sheltered","Codium fragile","Chlorophyta","Algae","Green Algae","yes","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","yes"
2006,28,"sheltered","Plumaria plumosa","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","no ","yes","yes","yes","yes","yes"
2008,15,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2008,15,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2008,15,"exposed","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2008,15,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
2008,15,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,5,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2009,5,"sheltered","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2009,5,"sheltered","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2009,5,"sheltered","Phymatolithon lenormandii","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2009,5,"sheltered","Elachista fucicola","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no ","no ","yes","yes","yes","no","yes"
2009,5,"sheltered","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,5,"sheltered","Polysiphonia","Rhodophyta","Algae","Red Algae","yes/no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","yes","yes","yes"
2009,5,"sheltered","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2009,5,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2009,5,"sheltered","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,5,"sheltered","Leathesia marina","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","yes","no ","yes","no ","yes","no","yes","yes"
2009,15,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2009,15,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2009,15,"exposed","Petalonia fascia","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","yes","no","no","no","no","yes","no ","yes","no ","yes","no","yes","no"
2009,15,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,15,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
2009,15,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
2009,15,"exposed","Fucus vesiculosus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2009,15,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2009,15,"exposed","Chordaria flagelliformis","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,15,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
2009,15,"exposed","Alaria esculenta","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no ","no ","no","yes","yes","no"
2009,15,"exposed","Polysiphonia","Rhodophyta","Algae","Red Algae","yes/no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","yes","yes","yes","yes"
2009,20,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2009,20,"exposed","Petalonia fascia","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","yes","no","no","no","no","yes","no ","yes","no ","yes","no","yes","no"
2009,20,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,20,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2009,20,"exposed","Corallina officinalis","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,22,"exposed","Hildenbrandia rubra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","no","no","no","yes","no","no","no","no","yes","no ","no ","no ","yes","yes","yes","yes"
2009,22,"exposed","Fucus distichus","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","yes","no ","no","yes","yes","no"
2009,22,"exposed","Ahnfeltia plicata","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,22,"exposed","Petalonia fascia","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","yes","no","no","no","no","yes","no ","yes","no ","yes","no","yes","no"
2009,22,"exposed","Ceramium virgatum","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","yes","no","no","no","yes","no","no","no ","no ","yes","no","yes","yes","yes"
2009,22,"exposed","Ulva lactuca","Chlorophyta","Algae","Green Algae","no","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no ","yes","no ","yes","no","yes","yes"
2009,22,"exposed","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
2009,22,"exposed","Elachista fucicola","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no ","no ","yes","yes","yes","no","yes"
2009,22,"exposed","Porphyra","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","yes","no","no","no","no","yes","no","no","no ","yes","no ","no","yes","yes","no"
2009,22,"exposed","Alaria esculenta","Ochrophyta","Algae","Brown Algae","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","yes","no ","no ","no","yes","yes","no"
2009,22,"exposed","Mastocarpus stellatus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","yes","no ","yes","no ","yes","yes","yes","no"
2009,26,"sheltered","Ascophyllum nodosum","Ochrophyta","Algae","Brown Algae","no","yes","no","yes","yes","no","no","no","no","yes","yes","no","yes","yes","no ","no ","no","yes","yes","no"
2009,26,"sheltered","Chondrus crispus","Rhodophyta","Algae","Red Algae","no","yes","yes","yes","yes","no","no","no","no","no","yes","no","yes","no ","yes","no ","no","yes","yes","no"
