"","SpecCode","Species","autoctr","StockCode","EcologyRefNo","HabitatsRef","Neritic","SupraLittoralZone","Saltmarshes","LittoralZone","TidePools","Intertidal","SubLittoral","Caves","Oceanic","Epipelagic","Mesopelagic","Bathypelagic","Abyssopelagic","Hadopelagic","Estuaries","Mangroves","MarshesSwamps","CaveAnchialine","Stream","Lakes","Cave","Cave2","Herbivory2","HerbivoryRef","FeedingType","FeedingTypeRef","DietTroph","DietSeTroph","DietTLu","DietseTLu","DietRemark","DietRef","FoodTroph","FoodSeTroph","FoodRemark","FoodRef","AddRems","AssociationRef","Parasitism","Solitary","Symbiosis","Symphorism","Commensalism","Mutualism","Epiphytic","Schooling","SchoolingFrequency","SchoolingLifestage","Shoaling","ShoalingFrequency","ShoalingLifestage","SchoolShoalRef","AssociationsWith","AssociationsRemarks","OutsideHost","OHRemarks","InsideHost","IHRemarks","SubstrateRef","Benthic","Sessile","Mobile","Demersal","Endofauna","Pelagic","Megabenthos","Macrobenthos","Meiobenthos","SoftBottom","Sand","Coarse","Fine","Level","Sloping","Silt","Mud","Ooze","Detritus","Organic","HardBottom","Rocky","Rubble","Gravel","SpecialHabitatRef","Macrophyte","BedsBivalve","BedsRock","SeaGrassBeds","BedsOthers","CoralReefs","ReefExclusive","DropOffs","ReefFlats","Lagoons","Burrows","Tunnels","Crevices","Vents","Seamounts","DeepWaterCorals","Vegetation","Leaves","Stems","Roots","Driftwood","OInverterbrates","OIRemarks","Verterbrates","VRemarks","Pilings","BoatHulls","Corals","SoftCorals","OnPolyp","BetweenPolyps","HardCorals","OnExoskeleton","InterstitialSpaces","Entered","Dateentered","Modified","Datemodified","Expert","Datechecked","TS"
"85",2020,"Pseudophycis bachus",1461,2216,26974,26974,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26974,"hunting macrofauna (predator)",NA,NA,NA,NA,NA,NA,NA,4.5,0.8,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,NA,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,949795200,2,1427068800,NA,NA,NA
"86",2021,"Pseudophycis barbata",1462,2217,1371,9563,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",2156,"hunting macrofauna (predator)",2156,NA,NA,NA,NA,NA,NA,3.5,0.5,"Tentative trophic level derived from 1 + troph of a single food item",NA,"Found on hard bottom, over exposed rocky reefs.  Feeds mainly on benthic crustaceans.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,972518400,1472,1220918400,NA,NA,NA
"87",2022,"Pseudophycis breviuscula",1463,2218,26966,26966,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26966,"hunting macrofauna (predator)",NA,NA,NA,3.42,0.56,NA,26966,NA,NA,NA,NA,"Found on the continental shelf and slope (Ref. 75154).  Ncoturnally active; stays in small holes and crevices during the day (Ref. 26966).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,904262400,1472,1220918400,NA,NA,NA
"88",8490,"Rexea solandri",4658,8804,6390,28786,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",27193,"hunting macrofauna (predator)",27193,NA,NA,NA,NA,NA,NA,4.31,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,922838400,NA,952560000,NA,NA,NA
"89",12949,"Rhombosolea leporina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",12950,"Rhombosolea plebeia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",12951,"Rhombosolea retiaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",8889,"Rhombosolea tapirina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",1477,"Sardinops sagax",1202,1670,188,188,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,"plants/detritus+animals (troph. 2.2-2.79)",188,"selective plankton feeding",188,2.84,0.125,2.46,0.11,"Troph of juv./adults from 3 studies.",9103,2.61,0.29,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"In South America it is caught down to depths of about 40 m, in summer at 16 to 23 C, in winter at 10 to 18 C.  Forms large schools in the Peru current.  Likewise in North America, it forms large schools, up to 10 million individuals; it is migratory with a definite northward movement between California and British Columbia waters in summer and return in autumn, winter.  Zooplankton and phytoplankton feeder.  Food items of larvae and early juveniles consist of copepods and larvaceans (Ref. 32837).  Young fish feeds on zooplankton such as copepods and adults on phytoplankton (Ref. 39882).  Employs both filter- and particulate-feeding modes on phytoplankton and zooplankton (Ref. 42392).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,3,656294400,1472,1219276800,711,1000771200,NA
"94",116,"Scomber australasicus",221,130,168,168,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",168,"hunting macrofauna (predator)",168,4.23,0.49,3.97,0.600000023841858,"Troph of juv./adults from 1 study.",57119,4.07999992370605,0.55,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Occurs in coastal waters (Ref. 9340) and also in oceanic waters (Ref. 9563).  Schooling (by size) begins in the postlarval and juvenile stages.  They are plankton feeders filtering copepods and other crustaceans, but adults also feed on small fish and squids.  Also caught with encircling nets (Ref. 9340).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,656294400,1472,1201132800,NA,NA,NA
"95",14320,"Scorpaena papillosa",8962,14158,NA,9563,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found on rocky bottoms (Ref. 9563).  Known in shallow estuaries from muddy environments to offshore reefs in kelp reef (Ref. 9002).  Nocturnal species and juveniles are occasionally seen in large rock pools.  Feed on a wide variety of invertebrates, mainly on crustaceans and fishes (Ref. 9003).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,NA,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,309,1114560000,1472,1427328000,NA,NA,NA
"96",382,"Seriola lalandi",479,396,9654,2850,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",9654,"hunting macrofauna (predator)",9654,4.16,0.144,4.11,0.35,"Troph of juv./adults from 4 studies.",9654,3.85,0.49,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Found in coastal areas and oceanic waters; off kelp beds and rocky areas (Ref. 2850).  Form large offshore shoals.
In Australia, juvenile yellowtail kingfish less than 30 cm FL often occurs near floating objects offshore.  Tagging studies (Ref. 27112, 27869) have shown that yellowtail kingfish up to 75 cm FL remain in a limited area, at least for 12 months (Ref. 27112), with most recaptured within 50 km of their release point.  Tagging data have also shown that larger fish travel further, with fish tagged off New South Wales being recaptured off Victoria, Lord Howe Island and New Zealand (Ref. 27869).
Yellowtail kingfish are opportunistic daytime feeders.  Feeding schools will sometimes rise to the surface (Ref. 27112).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53568,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,811468800,1472,1227744000,NA,NA,NA
"97",12918,"Seriolella brama",5871,13251,10675,6390,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",10675,"hunting macrofauna (predator)",6390,NA,NA,3.28,0.340000003576279,NA,10675,3.73,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Small juvenile wrehous are pelagic. They inhabit offshore areas and are often associated with jellyfish (Scyphozoa) (Ref. 26498). Older juvenile warehou move inshore and large numbers of them are often found in bays and inlets (Ref. 6390).
The migration of warehous in Australian waters has not been studied (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,822960000,309,1096329600,NA,NA,NA
"98",12922,"Seriolella punctata",5872,13255,6390,6390,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",6390,"filtering plankton",6390,NA,NA,NA,NA,NA,NA,3.53,0.41,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Adult warehous inhabit continental shelf and slope waters (Ref. 6390). Small juveniles are pelagic (Ref. 6390). They inhabit offshore areas and are often associated with jellyfish (Scyphozoa) (Ref. 26498). Older juvenile warehou move inshore and large numbers of them are often found in bays and inlets (Ref. 6390).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,928713600,NA,952560000,NA,NA,NA
"99",14268,"Solegnathus spinosissimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",917,"Sphyrna zygaena",757,933,26971,26971,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",26971,"hunting macrofauna (predator)",9137,4.94,0.476,4.54,0.81,"Troph of adults from 3 studies.",37512,4.32,0.72,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"A carnivore (Ref. 9137).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,902275200,574,1543104000,574,990576000,NA
"101",1465,"Sprattus antipodum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",1467,"Sprattus muelleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",139,"Squalus acanthias",10,153,568,568,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",12473,"hunting macrofauna (predator)",NA,4.37,0.412,4.13,0.58,"Troph of adults from 2 studies.",37512,4.5,0.99,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Common in cold waters; usually at temperatures of 6-15<b0>C (Ref. 5951); inhabits rocky regions (Ref. 9137). A carnivore (Ref. 9137) and opportunist feeder (Ref. 43115). Feeds on fishes (mackerel, sand lance, silver hake, white hake, haddock, pollock, Atlantic salmon, menhaden, winter flounder and longhorn sculpin), cephalopods (e.g. squids), amphipods, crabs, shrimps, molluscs, ctenophores, echinoderms (e.g. sea cucumber), polychaete worms, sea anemones, jellyfish, and red, green and brown algae; herring, capelin and cod found to be important foods (Ref. 5951, 28070). Smaller individuals (<60cm TL) show a preference for crustaceans, bony fish are the major prey item in larger specimens (Ref. 28070). Newly born are prone to predaceous bony fishes and sharks, while juveniles and adults may fall prey to swordfish and grey seals (Ref. 5951). Parasites of the species include: 1 protozoan, 2 monogeneans, 5 trematodes, 4 cestodes, 5 nematodes, 1 hirudineid and 1 copepod (Ref. 5951).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,677894400,2189,1323733127,574,990576000,NA
"104",63659,"Squalus griffini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",46206,"Stigmatopora macropterygia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,"Thunnus alalunga ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",489,"Thyrsites atun",265,505,26865,6390,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,"mainly animals (troph. 2.8 and up)",26865,"hunting macrofauna (predator)",NA,3.63,0.263,3.72,0.58,"Troph of adults from 3 studies.",26865,4.19,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"This fish is a facultative schooling species (Ref. 26865). Schools are most common in surface waters of the continental shelf in 13<b0>C and 18<b0>C. (Ref. 6390).
In Australia and New Zealand, juveniles inhabit sheltered waters of southern bays and estuaries (Ref. 26998, 27128).
The migration patterns in Australian barracouta are complex. Some stocks undertake annual migrations lasting 6-9 months that cover several hundred kilometers (Ref. 28893). The migrations appear to be related to water temperature or food availability, or a combination of both factors (Ref. 6390). Barracouta also move through the water column from depths of 200 m to the surface, where they are usually caught at dawn and at dusk (Ref. 28893).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,34,899164800,309,1095033600,NA,NA,NA
"108",46297,"Trachelochismus pinnulatus",7362,39015,9003,9003,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",9003,"hunting macrofauna (predator)",9003,NA,NA,NA,NA,NA,NA,3.37,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Common in rockpools at mid to low tide and subtidally. Usually found clinging under rocks of exposed areas. Feeds on small mollusks, polychaete worms, amphipods, and other crustaceans.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,574,980812800,NA,980812800,NA,NA,NA
"109",372,"Trachurus declivis",471,386,6390,6390,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,"mainly animals (troph. 2.8 and up)",27933,"hunting macrofauna (predator)",27933,NA,NA,NA,NA,NA,NA,3.93,0.61,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,"Commonly found near the bottom, in midwater and occasionally at the surface (Ref. 9258) in continental shelf waters (Ref. 27930).  They form pelagic schools for most of the year but may move close to the sea bed during winter (Ref. 27931).  Generally found at less than 300 m water depth with temperature less than 16<b0> C (Ref. 9072).  Juveniles inhabit coastal and estuarine waters although they may sometimes be found offshore (Ref. 27930).  Feed mostly during the day mainly on krill and other planktonic crustaceans, light fish (Sternoptychidae) and lantern fish (Myctophidae) at the edge of the continental shelf (Ref. 27933).
Seasonal patterns in the presence of surface schooling jack mackerel are thought to be a response to water temperature rather than evidence of migration, as surface schools are not generally found in water temperature above 17<b0>C (Ref. 27933). Jack mackerel form schools of similar sized fish and there is evidence from demersal trawl surveys that the size of fish tends to increase with increasing depth of water (Ref. 5868).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2,916963200,309,1213833600,NA,NA,NA
"110",NA,"Tripterygiidae Spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,"Upeneichthys lineatus ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
