Year,Transect,Position,Organism
2005,5,sheltered,Lacuna vincta
1994,7,sheltered,Lacuna vincta
2005,7,sheltered,Lacuna vincta
2000,15,exposed,Lacuna vincta
2001,15,exposed,Lacuna vincta
2002,15,exposed,Lacuna vincta
2004,15,exposed,Lacuna vincta
1987,20,exposed,Lacuna vincta
1994,20,exposed,Lacuna vincta
2000,20,exposed,Lacuna vincta
2001,20,exposed,Lacuna vincta
2004,20,exposed,Lacuna vincta
2005,20,exposed,Lacuna vincta
1993,24,exposed,Lacuna vincta
1994,24,exposed,Lacuna vincta
2000,26,sheltered,Lacuna vincta
2006,26,sheltered,Lacuna vincta
1992,28,sheltered,Lacuna vincta
1994,28,sheltered,Lacuna vincta
2006,28,sheltered,Lacuna vincta
1982,2,sheltered,Lepidonotus
1994,2,sheltered,Lepidonotus
2000,5,sheltered,Lepidonotus
1983,7,sheltered,Lepidonotus
1994,7,sheltered,Lepidonotus
1982,22,exposed,Lepidonotus
1982,28,sheltered,Lepidonotus
1994,28,sheltered,Lepidonotus
1982,2,sheltered,Littorina littorea
1983,2,sheltered,Littorina littorea
1985,2,sheltered,Littorina littorea
1986,2,sheltered,Littorina littorea
1987,2,sheltered,Littorina littorea
1989,2,sheltered,Littorina littorea
1990,2,sheltered,Littorina littorea
1992,2,sheltered,Littorina littorea
1998,2,sheltered,Littorina littorea
2004,2,sheltered,Littorina littorea
1982,5,sheltered,Littorina littorea
1983,5,sheltered,Littorina littorea
1985,5,sheltered,Littorina littorea
1986,5,sheltered,Littorina littorea
1987,5,sheltered,Littorina littorea
1988,5,sheltered,Littorina littorea
1989,5,sheltered,Littorina littorea
1990,5,sheltered,Littorina littorea
1991,5,sheltered,Littorina littorea
1992,5,sheltered,Littorina littorea
1993,5,sheltered,Littorina littorea
1994,5,sheltered,Littorina littorea
1995,5,sheltered,Littorina littorea
1997,5,sheltered,Littorina littorea
1998,5,sheltered,Littorina littorea
1999,5,sheltered,Littorina littorea
2000,5,sheltered,Littorina littorea
2001,5,sheltered,Littorina littorea
2003,5,sheltered,Littorina littorea
2004,5,sheltered,Littorina littorea
2005,5,sheltered,Littorina littorea
2006,5,sheltered,Littorina littorea
1982,7,sheltered,Littorina littorea
1983,7,sheltered,Littorina littorea
1984,7,sheltered,Littorina littorea
1985,7,sheltered,Littorina littorea
1986,7,sheltered,Littorina littorea
1987,7,sheltered,Littorina littorea
1988,7,sheltered,Littorina littorea
1989,7,sheltered,Littorina littorea
1990,7,sheltered,Littorina littorea
1992,7,sheltered,Littorina littorea
1993,7,sheltered,Littorina littorea
1994,7,sheltered,Littorina littorea
1995,7,sheltered,Littorina littorea
1996,7,sheltered,Littorina littorea
1998,7,sheltered,Littorina littorea
1999,7,sheltered,Littorina littorea
2000,7,sheltered,Littorina littorea
2001,7,sheltered,Littorina littorea
2002,7,sheltered,Littorina littorea
2005,7,sheltered,Littorina littorea
2006,7,sheltered,Littorina littorea
2001,15,exposed,Littorina littorea
2004,15,exposed,Littorina littorea
1995,20,exposed,Littorina littorea
1997,20,exposed,Littorina littorea
2001,20,exposed,Littorina littorea
2006,20,exposed,Littorina littorea
1983,22,exposed,Littorina littorea
1987,22,exposed,Littorina littorea
1988,22,exposed,Littorina littorea
2000,22,exposed,Littorina littorea
1983,24,exposed,Littorina littorea
1984,24,exposed,Littorina littorea
1987,24,exposed,Littorina littorea
1993,24,exposed,Littorina littorea
1998,24,exposed,Littorina littorea
1982,26,sheltered,Littorina littorea
1983,26,sheltered,Littorina littorea
1984,26,sheltered,Littorina littorea
1985,26,sheltered,Littorina littorea
1986,26,sheltered,Littorina littorea
1987,26,sheltered,Littorina littorea
1988,26,sheltered,Littorina littorea
1989,26,sheltered,Littorina littorea
1990,26,sheltered,Littorina littorea
1991,26,sheltered,Littorina littorea
1992,26,sheltered,Littorina littorea
1993,26,sheltered,Littorina littorea
1994,26,sheltered,Littorina littorea
1995,26,sheltered,Littorina littorea
1996,26,sheltered,Littorina littorea
1997,26,sheltered,Littorina littorea
1998,26,sheltered,Littorina littorea
1999,26,sheltered,Littorina littorea
2000,26,sheltered,Littorina littorea
2002,26,sheltered,Littorina littorea
2003,26,sheltered,Littorina littorea
2004,26,sheltered,Littorina littorea
2006,26,sheltered,Littorina littorea
1982,28,sheltered,Littorina littorea
1984,28,sheltered,Littorina littorea
1985,28,sheltered,Littorina littorea
1988,28,sheltered,Littorina littorea
1989,28,sheltered,Littorina littorea
1992,28,sheltered,Littorina littorea
1993,28,sheltered,Littorina littorea
1994,28,sheltered,Littorina littorea
1995,28,sheltered,Littorina littorea
1997,28,sheltered,Littorina littorea
1998,28,sheltered,Littorina littorea
2000,28,sheltered,Littorina littorea
2002,28,sheltered,Littorina littorea
2006,28,sheltered,Littorina littorea
1982,2,sheltered,Littorina obtusata
1983,2,sheltered,Littorina obtusata
1984,2,sheltered,Littorina obtusata
1985,2,sheltered,Littorina obtusata
1986,2,sheltered,Littorina obtusata
1987,2,sheltered,Littorina obtusata
1988,2,sheltered,Littorina obtusata
1989,2,sheltered,Littorina obtusata
1990,2,sheltered,Littorina obtusata
1991,2,sheltered,Littorina obtusata
1992,2,sheltered,Littorina obtusata
1993,2,sheltered,Littorina obtusata
1994,2,sheltered,Littorina obtusata
1995,2,sheltered,Littorina obtusata
1998,2,sheltered,Littorina obtusata
2004,2,sheltered,Littorina obtusata
1982,5,sheltered,Littorina obtusata
1983,5,sheltered,Littorina obtusata
1985,5,sheltered,Littorina obtusata
1986,5,sheltered,Littorina obtusata
1987,5,sheltered,Littorina obtusata
1988,5,sheltered,Littorina obtusata
1989,5,sheltered,Littorina obtusata
1990,5,sheltered,Littorina obtusata
1991,5,sheltered,Littorina obtusata
1992,5,sheltered,Littorina obtusata
1993,5,sheltered,Littorina obtusata
1994,5,sheltered,Littorina obtusata
1995,5,sheltered,Littorina obtusata
1997,5,sheltered,Littorina obtusata
1998,5,sheltered,Littorina obtusata
1999,5,sheltered,Littorina obtusata
2000,5,sheltered,Littorina obtusata
2001,5,sheltered,Littorina obtusata
2003,5,sheltered,Littorina obtusata
2004,5,sheltered,Littorina obtusata
2005,5,sheltered,Littorina obtusata
2006,5,sheltered,Littorina obtusata
1982,7,sheltered,Littorina obtusata
1983,7,sheltered,Littorina obtusata
1984,7,sheltered,Littorina obtusata
1985,7,sheltered,Littorina obtusata
1986,7,sheltered,Littorina obtusata
1987,7,sheltered,Littorina obtusata
1988,7,sheltered,Littorina obtusata
1989,7,sheltered,Littorina obtusata
1990,7,sheltered,Littorina obtusata
1992,7,sheltered,Littorina obtusata
1993,7,sheltered,Littorina obtusata
1994,7,sheltered,Littorina obtusata
1995,7,sheltered,Littorina obtusata
1996,7,sheltered,Littorina obtusata
1998,7,sheltered,Littorina obtusata
1999,7,sheltered,Littorina obtusata
2000,7,sheltered,Littorina obtusata
2001,7,sheltered,Littorina obtusata
2002,7,sheltered,Littorina obtusata
2005,7,sheltered,Littorina obtusata
2006,7,sheltered,Littorina obtusata
1982,15,exposed,Littorina obtusata
1987,15,exposed,Littorina obtusata
1988,15,exposed,Littorina obtusata
1990,15,exposed,Littorina obtusata
1994,15,exposed,Littorina obtusata
1998,15,exposed,Littorina obtusata
2000,15,exposed,Littorina obtusata
2001,15,exposed,Littorina obtusata
2002,15,exposed,Littorina obtusata
2005,15,exposed,Littorina obtusata
1982,20,exposed,Littorina obtusata
1983,20,exposed,Littorina obtusata
1984,20,exposed,Littorina obtusata
1987,20,exposed,Littorina obtusata
1989,20,exposed,Littorina obtusata
1990,20,exposed,Littorina obtusata
1991,20,exposed,Littorina obtusata
1992,20,exposed,Littorina obtusata
1993,20,exposed,Littorina obtusata
1994,20,exposed,Littorina obtusata
1995,20,exposed,Littorina obtusata
1996,20,exposed,Littorina obtusata
1997,20,exposed,Littorina obtusata
1998,20,exposed,Littorina obtusata
1999,20,exposed,Littorina obtusata
2000,20,exposed,Littorina obtusata
2001,20,exposed,Littorina obtusata
2002,20,exposed,Littorina obtusata
2003,20,exposed,Littorina obtusata
2004,20,exposed,Littorina obtusata
2005,20,exposed,Littorina obtusata
2006,20,exposed,Littorina obtusata
1986,22,exposed,Littorina obtusata
1988,22,exposed,Littorina obtusata
1991,22,exposed,Littorina obtusata
1997,22,exposed,Littorina obtusata
1982,24,exposed,Littorina obtusata
1983,24,exposed,Littorina obtusata
1986,24,exposed,Littorina obtusata
1987,24,exposed,Littorina obtusata
1988,24,exposed,Littorina obtusata
1989,24,exposed,Littorina obtusata
1990,24,exposed,Littorina obtusata
1992,24,exposed,Littorina obtusata
1993,24,exposed,Littorina obtusata
1994,24,exposed,Littorina obtusata
1996,24,exposed,Littorina obtusata
1998,24,exposed,Littorina obtusata
1982,26,sheltered,Littorina obtusata
1983,26,sheltered,Littorina obtusata
1984,26,sheltered,Littorina obtusata
1985,26,sheltered,Littorina obtusata
1986,26,sheltered,Littorina obtusata
1987,26,sheltered,Littorina obtusata
1988,26,sheltered,Littorina obtusata
1989,26,sheltered,Littorina obtusata
1990,26,sheltered,Littorina obtusata
1991,26,sheltered,Littorina obtusata
1992,26,sheltered,Littorina obtusata
1993,26,sheltered,Littorina obtusata
1994,26,sheltered,Littorina obtusata
1995,26,sheltered,Littorina obtusata
1996,26,sheltered,Littorina obtusata
1997,26,sheltered,Littorina obtusata
1998,26,sheltered,Littorina obtusata
1999,26,sheltered,Littorina obtusata
2000,26,sheltered,Littorina obtusata
2001,26,sheltered,Littorina obtusata
2002,26,sheltered,Littorina obtusata
2003,26,sheltered,Littorina obtusata
2004,26,sheltered,Littorina obtusata
2006,26,sheltered,Littorina obtusata
1982,28,sheltered,Littorina obtusata
1983,28,sheltered,Littorina obtusata
1984,28,sheltered,Littorina obtusata
1985,28,sheltered,Littorina obtusata
1986,28,sheltered,Littorina obtusata
1987,28,sheltered,Littorina obtusata
1988,28,sheltered,Littorina obtusata
1989,28,sheltered,Littorina obtusata
1990,28,sheltered,Littorina obtusata
1991,28,sheltered,Littorina obtusata
1992,28,sheltered,Littorina obtusata
1993,28,sheltered,Littorina obtusata
1994,28,sheltered,Littorina obtusata
1995,28,sheltered,Littorina obtusata
1997,28,sheltered,Littorina obtusata
1998,28,sheltered,Littorina obtusata
2000,28,sheltered,Littorina obtusata
2002,28,sheltered,Littorina obtusata
2006,28,sheltered,Littorina obtusata
1985,2,sheltered,Littorina saxatilis
1987,2,sheltered,Littorina saxatilis
1989,2,sheltered,Littorina saxatilis
1991,2,sheltered,Littorina saxatilis
1992,2,sheltered,Littorina saxatilis
1993,2,sheltered,Littorina saxatilis
1994,2,sheltered,Littorina saxatilis
1995,2,sheltered,Littorina saxatilis
1998,2,sheltered,Littorina saxatilis
1982,5,sheltered,Littorina saxatilis
1983,5,sheltered,Littorina saxatilis
1985,5,sheltered,Littorina saxatilis
1988,5,sheltered,Littorina saxatilis
1992,5,sheltered,Littorina saxatilis
1994,5,sheltered,Littorina saxatilis
2005,5,sheltered,Littorina saxatilis
2006,5,sheltered,Littorina saxatilis
1984,7,sheltered,Littorina saxatilis
1986,7,sheltered,Littorina saxatilis
1987,7,sheltered,Littorina saxatilis
1988,7,sheltered,Littorina saxatilis
1990,7,sheltered,Littorina saxatilis
1993,7,sheltered,Littorina saxatilis
1994,7,sheltered,Littorina saxatilis
1996,7,sheltered,Littorina saxatilis
1998,7,sheltered,Littorina saxatilis
1999,7,sheltered,Littorina saxatilis
1983,15,exposed,Littorina saxatilis
1984,15,exposed,Littorina saxatilis
1986,15,exposed,Littorina saxatilis
1987,15,exposed,Littorina saxatilis
1988,15,exposed,Littorina saxatilis
1989,15,exposed,Littorina saxatilis
1990,15,exposed,Littorina saxatilis
1992,15,exposed,Littorina saxatilis
1993,15,exposed,Littorina saxatilis
1994,15,exposed,Littorina saxatilis
1995,15,exposed,Littorina saxatilis
1996,15,exposed,Littorina saxatilis
1997,15,exposed,Littorina saxatilis
1998,15,exposed,Littorina saxatilis
1999,15,exposed,Littorina saxatilis
2000,15,exposed,Littorina saxatilis
2001,15,exposed,Littorina saxatilis
2002,15,exposed,Littorina saxatilis
2003,15,exposed,Littorina saxatilis
2004,15,exposed,Littorina saxatilis
2005,15,exposed,Littorina saxatilis
1983,20,exposed,Littorina saxatilis
1984,20,exposed,Littorina saxatilis
1986,20,exposed,Littorina saxatilis
1987,20,exposed,Littorina saxatilis
1988,20,exposed,Littorina saxatilis
1989,20,exposed,Littorina saxatilis
1990,20,exposed,Littorina saxatilis
1991,20,exposed,Littorina saxatilis
1992,20,exposed,Littorina saxatilis
1993,20,exposed,Littorina saxatilis
1994,20,exposed,Littorina saxatilis
1995,20,exposed,Littorina saxatilis
1996,20,exposed,Littorina saxatilis
1997,20,exposed,Littorina saxatilis
1998,20,exposed,Littorina saxatilis
1999,20,exposed,Littorina saxatilis
2000,20,exposed,Littorina saxatilis
2001,20,exposed,Littorina saxatilis
2002,20,exposed,Littorina saxatilis
2003,20,exposed,Littorina saxatilis
2004,20,exposed,Littorina saxatilis
2005,20,exposed,Littorina saxatilis
2006,20,exposed,Littorina saxatilis
1982,22,exposed,Littorina saxatilis
1984,22,exposed,Littorina saxatilis
1985,22,exposed,Littorina saxatilis
1986,22,exposed,Littorina saxatilis
1987,22,exposed,Littorina saxatilis
1988,22,exposed,Littorina saxatilis
1989,22,exposed,Littorina saxatilis
1991,22,exposed,Littorina saxatilis
1993,22,exposed,Littorina saxatilis
1994,22,exposed,Littorina saxatilis
1995,22,exposed,Littorina saxatilis
1996,22,exposed,Littorina saxatilis
1997,22,exposed,Littorina saxatilis
1998,22,exposed,Littorina saxatilis
1999,22,exposed,Littorina saxatilis
2000,22,exposed,Littorina saxatilis
2001,22,exposed,Littorina saxatilis
2002,22,exposed,Littorina saxatilis
2004,22,exposed,Littorina saxatilis
2006,22,exposed,Littorina saxatilis
1982,24,exposed,Littorina saxatilis
1983,24,exposed,Littorina saxatilis
1985,24,exposed,Littorina saxatilis
1990,24,exposed,Littorina saxatilis
1993,24,exposed,Littorina saxatilis
1994,24,exposed,Littorina saxatilis
1995,24,exposed,Littorina saxatilis
1996,24,exposed,Littorina saxatilis
1987,26,sheltered,Littorina saxatilis
1994,26,sheltered,Littorina saxatilis
2001,26,sheltered,Littorina saxatilis
2004,26,sheltered,Littorina saxatilis
1984,28,sheltered,Littorina saxatilis
1986,28,sheltered,Littorina saxatilis
1988,28,sheltered,Littorina saxatilis
1992,28,sheltered,Littorina saxatilis
1993,28,sheltered,Littorina saxatilis
1994,28,sheltered,Littorina saxatilis
1997,28,sheltered,Littorina saxatilis
2000,28,sheltered,Littorina saxatilis
2006,28,sheltered,Littorina saxatilis
2006,5,sheltered,Namanereis
1992,26,sheltered,Namanereis
1990,2,sheltered,Metridium dianthus
1994,2,sheltered,Metridium dianthus
1983,5,sheltered,Metridium dianthus
1988,5,sheltered,Metridium dianthus
1990,5,sheltered,Metridium dianthus
2000,5,sheltered,Metridium dianthus
2001,5,sheltered,Metridium dianthus
2003,5,sheltered,Metridium dianthus
2004,5,sheltered,Metridium dianthus
1982,7,sheltered,Metridium dianthus
1983,7,sheltered,Metridium dianthus
1984,7,sheltered,Metridium dianthus
1985,7,sheltered,Metridium dianthus
1986,7,sheltered,Metridium dianthus
1987,7,sheltered,Metridium dianthus
1988,7,sheltered,Metridium dianthus
1989,7,sheltered,Metridium dianthus
1990,7,sheltered,Metridium dianthus
1992,7,sheltered,Metridium dianthus
1993,7,sheltered,Metridium dianthus
1994,7,sheltered,Metridium dianthus
1995,7,sheltered,Metridium dianthus
1999,7,sheltered,Metridium dianthus
2000,7,sheltered,Metridium dianthus
2001,7,sheltered,Metridium dianthus
2005,7,sheltered,Metridium dianthus
1994,15,exposed,Metridium dianthus
1982,22,exposed,Metridium dianthus
1982,24,exposed,Metridium dianthus
1983,24,exposed,Metridium dianthus
1984,24,exposed,Metridium dianthus
1985,24,exposed,Metridium dianthus
1989,24,exposed,Metridium dianthus
1991,24,exposed,Metridium dianthus
1992,24,exposed,Metridium dianthus
1993,24,exposed,Metridium dianthus
1994,24,exposed,Metridium dianthus
1996,24,exposed,Metridium dianthus
1998,24,exposed,Metridium dianthus
1988,26,sheltered,Metridium dianthus
1990,26,sheltered,Metridium dianthus
1991,26,sheltered,Metridium dianthus
1994,26,sheltered,Metridium dianthus
1995,26,sheltered,Metridium dianthus
1996,26,sheltered,Metridium dianthus
1998,26,sheltered,Metridium dianthus
1999,26,sheltered,Metridium dianthus
2004,26,sheltered,Metridium dianthus
1982,28,sheltered,Metridium dianthus
1983,28,sheltered,Metridium dianthus
1986,28,sheltered,Metridium dianthus
1988,28,sheltered,Metridium dianthus
1990,28,sheltered,Metridium dianthus
1992,28,sheltered,Metridium dianthus
1993,28,sheltered,Metridium dianthus
1997,28,sheltered,Metridium dianthus
2002,28,sheltered,Metridium dianthus
2006,28,sheltered,Metridium dianthus
1988,26,sheltered,Micrura affinis
1998,7,sheltered,Halacarus
1985,22,exposed,Halacarus
1987,22,exposed,Halacarus
1997,22,exposed,Halacarus
1998,22,exposed,Halacarus
1986,24,exposed,Halacarus
1987,24,exposed,Halacarus
1988,24,exposed,Halacarus
1992,24,exposed,Halacarus
1994,24,exposed,Halacarus
1989,26,sheltered,Halacarus
2004,26,sheltered,Halacarus
1982,2,sheltered,Modiolus modiolus
1990,2,sheltered,Modiolus modiolus
1991,2,sheltered,Modiolus modiolus
1982,5,sheltered,Modiolus modiolus
1985,5,sheltered,Modiolus modiolus
1988,5,sheltered,Modiolus modiolus
1990,5,sheltered,Modiolus modiolus
1997,5,sheltered,Modiolus modiolus
1998,5,sheltered,Modiolus modiolus
1999,5,sheltered,Modiolus modiolus
2003,5,sheltered,Modiolus modiolus
2006,5,sheltered,Modiolus modiolus
1999,7,sheltered,Modiolus modiolus
1982,15,exposed,Modiolus modiolus
1983,15,exposed,Modiolus modiolus
1994,15,exposed,Modiolus modiolus
1982,24,exposed,Modiolus modiolus
1985,24,exposed,Modiolus modiolus
1986,26,sheltered,Modiolus modiolus
1988,26,sheltered,Modiolus modiolus
1991,26,sheltered,Modiolus modiolus
1996,26,sheltered,Modiolus modiolus
2002,26,sheltered,Modiolus modiolus
2006,26,sheltered,Modiolus modiolus
1982,28,sheltered,Modiolus modiolus
1986,28,sheltered,Modiolus modiolus
1985,2,sheltered,Mytilus edulis
1990,2,sheltered,Mytilus edulis
1990,5,sheltered,Mytilus edulis
1997,5,sheltered,Mytilus edulis
2000,5,sheltered,Mytilus edulis
1982,20,exposed,Mytilus edulis
1986,22,exposed,Mytilus edulis
1982,24,exposed,Mytilus edulis
1982,26,sheltered,Mytilus edulis
1988,26,sheltered,Mytilus edulis
1989,26,sheltered,Mytilus edulis
1991,26,sheltered,Mytilus edulis
1992,26,sheltered,Mytilus edulis
1996,26,sheltered,Mytilus edulis
1998,26,sheltered,Mytilus edulis
2001,26,sheltered,Mytilus edulis
2006,26,sheltered,Mytilus edulis
1986,28,sheltered,Mytilus edulis
1982,2,sheltered,Nematodes
1991,2,sheltered,Nematodes
1988,5,sheltered,Nematodes
1990,5,sheltered,Nematodes
1993,5,sheltered,Nematodes
1995,5,sheltered,Nematodes
1999,5,sheltered,Nematodes
2003,5,sheltered,Nematodes
2006,5,sheltered,Nematodes
1987,7,sheltered,Nematodes
1993,7,sheltered,Nematodes
1994,7,sheltered,Nematodes
1995,7,sheltered,Nematodes
1998,7,sheltered,Nematodes
2001,7,sheltered,Nematodes
2005,7,sheltered,Nematodes
2006,7,sheltered,Nematodes
1988,15,exposed,Nematodes
1990,15,exposed,Nematodes
1991,15,exposed,Nematodes
1994,15,exposed,Nematodes
1995,15,exposed,Nematodes
1998,15,exposed,Nematodes
2000,15,exposed,Nematodes
2002,15,exposed,Nematodes
1982,20,exposed,Nematodes
1988,20,exposed,Nematodes
1990,20,exposed,Nematodes
2003,20,exposed,Nematodes
2006,20,exposed,Nematodes
1983,22,exposed,Nematodes
1986,22,exposed,Nematodes
1987,22,exposed,Nematodes
1998,22,exposed,Nematodes
2000,22,exposed,Nematodes
2001,22,exposed,Nematodes
2003,22,exposed,Nematodes
1982,24,exposed,Nematodes
1988,24,exposed,Nematodes
1991,24,exposed,Nematodes
1992,24,exposed,Nematodes
1993,24,exposed,Nematodes
1994,24,exposed,Nematodes
1987,26,sheltered,Nematodes
1997,26,sheltered,Nematodes
1998,26,sheltered,Nematodes
1999,26,sheltered,Nematodes
2000,26,sheltered,Nematodes
2002,26,sheltered,Nematodes
2003,26,sheltered,Nematodes
2006,26,sheltered,Nematodes
1988,28,sheltered,Nematodes
1991,28,sheltered,Nematodes
1993,28,sheltered,Nematodes
1997,28,sheltered,Nematodes
2000,28,sheltered,Nematodes
2006,28,sheltered,Nematodes
1987,2,sheltered,Nemertea
1988,2,sheltered,Nemertea
1992,2,sheltered,Nemertea
1994,2,sheltered,Nemertea
1983,5,sheltered,Nemertea
1988,5,sheltered,Nemertea
1990,5,sheltered,Nemertea
1993,5,sheltered,Nemertea
2001,5,sheltered,Nemertea
1985,7,sheltered,Nemertea
1993,7,sheltered,Nemertea
1994,7,sheltered,Nemertea
1982,15,exposed,Nemertea
1994,15,exposed,Nemertea
2000,15,exposed,Nemertea
2004,15,exposed,Nemertea
1982,22,exposed,Nemertea
1983,22,exposed,Nemertea
1986,22,exposed,Nemertea
1996,22,exposed,Nemertea
1999,22,exposed,Nemertea
1986,24,exposed,Nemertea
1993,24,exposed,Nemertea
1983,26,sheltered,Nemertea
2006,26,sheltered,Nemertea
1984,28,sheltered,Nemertea
1993,28,sheltered,Nemertea
1997,28,sheltered,Nemertea
2006,28,sheltered,Nemertea
1982,2,sheltered,Nucella lapillus
1983,2,sheltered,Nucella lapillus
1984,2,sheltered,Nucella lapillus
1985,2,sheltered,Nucella lapillus
1986,2,sheltered,Nucella lapillus
1987,2,sheltered,Nucella lapillus
1988,2,sheltered,Nucella lapillus
1989,2,sheltered,Nucella lapillus
1990,2,sheltered,Nucella lapillus
1991,2,sheltered,Nucella lapillus
1992,2,sheltered,Nucella lapillus
1993,2,sheltered,Nucella lapillus
1994,2,sheltered,Nucella lapillus
1995,2,sheltered,Nucella lapillus
1998,2,sheltered,Nucella lapillus
2004,2,sheltered,Nucella lapillus
1982,5,sheltered,Nucella lapillus
1983,5,sheltered,Nucella lapillus
1985,5,sheltered,Nucella lapillus
1986,5,sheltered,Nucella lapillus
1987,5,sheltered,Nucella lapillus
1988,5,sheltered,Nucella lapillus
1989,5,sheltered,Nucella lapillus
1990,5,sheltered,Nucella lapillus
1991,5,sheltered,Nucella lapillus
1992,5,sheltered,Nucella lapillus
1993,5,sheltered,Nucella lapillus
1994,5,sheltered,Nucella lapillus
1995,5,sheltered,Nucella lapillus
1997,5,sheltered,Nucella lapillus
1998,5,sheltered,Nucella lapillus
1999,5,sheltered,Nucella lapillus
2000,5,sheltered,Nucella lapillus
2001,5,sheltered,Nucella lapillus
2003,5,sheltered,Nucella lapillus
2004,5,sheltered,Nucella lapillus
2005,5,sheltered,Nucella lapillus
2006,5,sheltered,Nucella lapillus
1982,7,sheltered,Nucella lapillus
1983,7,sheltered,Nucella lapillus
1984,7,sheltered,Nucella lapillus
1985,7,sheltered,Nucella lapillus
1986,7,sheltered,Nucella lapillus
1987,7,sheltered,Nucella lapillus
1988,7,sheltered,Nucella lapillus
1989,7,sheltered,Nucella lapillus
1990,7,sheltered,Nucella lapillus
1992,7,sheltered,Nucella lapillus
1993,7,sheltered,Nucella lapillus
1994,7,sheltered,Nucella lapillus
1995,7,sheltered,Nucella lapillus
1996,7,sheltered,Nucella lapillus
1998,7,sheltered,Nucella lapillus
1999,7,sheltered,Nucella lapillus
2000,7,sheltered,Nucella lapillus
2001,7,sheltered,Nucella lapillus
2002,7,sheltered,Nucella lapillus
2005,7,sheltered,Nucella lapillus
2006,7,sheltered,Nucella lapillus
1982,15,exposed,Nucella lapillus
1983,15,exposed,Nucella lapillus
1984,15,exposed,Nucella lapillus
1986,15,exposed,Nucella lapillus
1987,15,exposed,Nucella lapillus
1988,15,exposed,Nucella lapillus
1989,15,exposed,Nucella lapillus
1990,15,exposed,Nucella lapillus
1991,15,exposed,Nucella lapillus
1993,15,exposed,Nucella lapillus
1994,15,exposed,Nucella lapillus
1995,15,exposed,Nucella lapillus
1996,15,exposed,Nucella lapillus
1997,15,exposed,Nucella lapillus
1998,15,exposed,Nucella lapillus
1999,15,exposed,Nucella lapillus
2000,15,exposed,Nucella lapillus
2001,15,exposed,Nucella lapillus
2002,15,exposed,Nucella lapillus
2003,15,exposed,Nucella lapillus
2004,15,exposed,Nucella lapillus
2005,15,exposed,Nucella lapillus
1982,20,exposed,Nucella lapillus
1983,20,exposed,Nucella lapillus
1984,20,exposed,Nucella lapillus
1986,20,exposed,Nucella lapillus
1987,20,exposed,Nucella lapillus
1988,20,exposed,Nucella lapillus
1989,20,exposed,Nucella lapillus
1990,20,exposed,Nucella lapillus
1991,20,exposed,Nucella lapillus
1992,20,exposed,Nucella lapillus
1993,20,exposed,Nucella lapillus
1994,20,exposed,Nucella lapillus
1995,20,exposed,Nucella lapillus
1996,20,exposed,Nucella lapillus
1997,20,exposed,Nucella lapillus
1998,20,exposed,Nucella lapillus
1999,20,exposed,Nucella lapillus
2000,20,exposed,Nucella lapillus
2001,20,exposed,Nucella lapillus
2002,20,exposed,Nucella lapillus
2003,20,exposed,Nucella lapillus
2004,20,exposed,Nucella lapillus
2005,20,exposed,Nucella lapillus
2006,20,exposed,Nucella lapillus
1983,22,exposed,Nucella lapillus
1985,22,exposed,Nucella lapillus
1986,22,exposed,Nucella lapillus
1987,22,exposed,Nucella lapillus
1988,22,exposed,Nucella lapillus
1989,22,exposed,Nucella lapillus
1990,22,exposed,Nucella lapillus
1991,22,exposed,Nucella lapillus
1993,22,exposed,Nucella lapillus
1994,22,exposed,Nucella lapillus
1995,22,exposed,Nucella lapillus
1996,22,exposed,Nucella lapillus
1997,22,exposed,Nucella lapillus
1998,22,exposed,Nucella lapillus
1999,22,exposed,Nucella lapillus
2000,22,exposed,Nucella lapillus
2004,22,exposed,Nucella lapillus
1982,24,exposed,Nucella lapillus
1983,24,exposed,Nucella lapillus
1984,24,exposed,Nucella lapillus
1985,24,exposed,Nucella lapillus
1986,24,exposed,Nucella lapillus
1987,24,exposed,Nucella lapillus
1988,24,exposed,Nucella lapillus
1989,24,exposed,Nucella lapillus
1990,24,exposed,Nucella lapillus
1991,24,exposed,Nucella lapillus
1992,24,exposed,Nucella lapillus
1993,24,exposed,Nucella lapillus
1994,24,exposed,Nucella lapillus
1995,24,exposed,Nucella lapillus
1996,24,exposed,Nucella lapillus
1998,24,exposed,Nucella lapillus
1982,26,sheltered,Nucella lapillus
1983,26,sheltered,Nucella lapillus
1984,26,sheltered,Nucella lapillus
1985,26,sheltered,Nucella lapillus
1986,26,sheltered,Nucella lapillus
1987,26,sheltered,Nucella lapillus
1988,26,sheltered,Nucella lapillus
1989,26,sheltered,Nucella lapillus
1990,26,sheltered,Nucella lapillus
1991,26,sheltered,Nucella lapillus
1992,26,sheltered,Nucella lapillus
1993,26,sheltered,Nucella lapillus
1994,26,sheltered,Nucella lapillus
1995,26,sheltered,Nucella lapillus
1996,26,sheltered,Nucella lapillus
1997,26,sheltered,Nucella lapillus
1998,26,sheltered,Nucella lapillus
1999,26,sheltered,Nucella lapillus
2000,26,sheltered,Nucella lapillus
2001,26,sheltered,Nucella lapillus
2002,26,sheltered,Nucella lapillus
2003,26,sheltered,Nucella lapillus
2004,26,sheltered,Nucella lapillus
2006,26,sheltered,Nucella lapillus
1982,28,sheltered,Nucella lapillus
1983,28,sheltered,Nucella lapillus
1984,28,sheltered,Nucella lapillus
1985,28,sheltered,Nucella lapillus
1986,28,sheltered,Nucella lapillus
1987,28,sheltered,Nucella lapillus
