"","NETWORK.x","PI.x","YEAR_MONTH_DAY_TRANSECT","YEAR.x","MONTH.x","DAY.x","SITE.x","TRANSECT.x","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES","BLADE_LENGTH_CM","WIDTH_CM","STIPE_LENGTH_CM","WET_WEIGHT","DRY_WEIGHT","PERCENT_COVER","NETWORK.y","PI.y","YEAR.y","MONTH.y","DAY.y","SITE.y","TRANSECT.y","START_LATITUDE","START_LONGITUDE","END_LATITUDE","END_LONGITUDE","START_DEPTH_M","END_DEPTH_M","TEMPERATURE_C","VISIBILITY_M"
"8018","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","MYED",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Bivalves",NA,"Blue Mussel","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Mytilus edulis","keen_cover",NA,NA,NA,NA,NA,NA,2.5,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8019","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","OSED",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Bivalves",NA,"European flat Oyster","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea","Ostrea edulis","keen_cover",NA,NA,NA,NA,NA,NA,1.25,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8020","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","S",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,5,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8021","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","SH",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,7.5,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8022","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","SL",NA,NA,NA,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_cover",NA,NA,NA,NA,NA,NA,13.75,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8023","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","SLJ",NA,NA,NA,NA,NA,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_cover",NA,NA,NA,NA,NA,NA,3.75,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8024","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","SS",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,2.5,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8025","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","TETE",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Gastropods",NA,"Plate Limpet","Animalia","Mollusca","Gastropoda",NA,"Lottiidae","Testudinalia","Testudinalia testudinalis","keen_cover",NA,NA,NA,NA,NA,NA,1.25,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8026","KEEN ONE","Byrnes","2017_8_16_Sandpiper Beach",2017,8,16,"NW Appledore","Sandpiper Beach","URB",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Erect Red Algae",NA,NA,NA,NA,NA,NA,NA,NA,"Unidentified Red Blade","keen_cover",NA,NA,NA,NA,NA,NA,2.5,"KEEN ONE","Byrnes",2017,8,16,"NW Appledore","Sandpiper Beach",42.99015,-70.61854,42.99049,-70.61826,10.6,8.1,14,3.5
"8027","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","ANSP",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Bivalves",NA,"jingle shell","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Anomia","Anomia","keen_cover",NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8028","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","B",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8029","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","BL",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8030","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","BM",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,13.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8031","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","BOVI",NA,NA,NA,NA,NA,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus","keen_cover",NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8032","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","BS",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8033","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","BUTU",NA,NA,NA,NA,NA,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Crisularia","Crisularia turrita","keen_cover",NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8034","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","C",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8035","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","CF",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata","keen_cover",NA,NA,NA,NA,NA,NA,28.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8036","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","CLCI",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Clathromorphum","Clathromorphum circumscriptum","keen_cover",NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8037","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","CO",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Erect Red Algae",NA,"coral weed","Plantae","Rhodophyta","Florideophyceae","Corallinales","Corallinaceae","Corallina","Corallina officinalis","keen_cover",NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8038","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","CYPU",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum","keen_cover",NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8039","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","DIP",NA,NA,NA,NA,NA,"Invertebrate","Chordates","Tunicates",NA,"colonial tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","Diplosoma listerianum","keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8040","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","DIVE",NA,NA,NA,NA,NA,"Invertebrate","Chordates","Tunicates",NA,"tunicate","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Didemnum","Didemnum vexillum","keen_cover",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8041","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","HIRU",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Hildenbrandiales","Hildenbrandiaceae","Hildenbrandia","Hildenbrandia rubra","keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8042","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","HJ",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasysiphonia","Dasysiphonia japonica","keen_cover",NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8043","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","LESP",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Leptophytum","Leptophytum acervatum","keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8044","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","LIGL",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Lithothamnion","Lithothamnion","keen_cover",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8045","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","MAST",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Erect Red Algae",NA,"false irish moss","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Phyllophoraceae","Mastocarpus","Mastocarpus stellatus","keen_cover",NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8046","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","MYED",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Bivalves",NA,"Blue Mussel","Animalia","Mollusca","Bivalvia","Mytilida","Mytilidae","Mytilus","Mytilus edulis","keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8047","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","PHSP",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Red Algal Crusts",NA,"rock branch algae","Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Phymatolithon","Phymatolithon","keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8048","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","PORO",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Erect Red Algae",NA,"goat tang","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Polyidaceae","Polyides","Polyides rotunda","keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8049","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","S",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8050","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","SCUN",NA,NA,NA,NA,NA,"Invertebrate","Bryozoans","Bryozoans",NA,"single horn bryzoan","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Schizoporellidae","Schizoporella","Schizoporella unicornis","keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8051","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","SL",NA,NA,NA,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_cover",NA,NA,NA,NA,NA,NA,21.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8052","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","SS",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8053","KEEN ONE","Byrnes","2017_8_17_Larus Ledge",2017,8,17,"NW Appledore","Larus Ledge","UV",NA,NA,NA,NA,NA,"Algae","Chlorophyta","Green Algae",NA,"Sea lettuce",NA,NA,NA,NA,NA,NA,"Blady Ulvoid","keen_cover",NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8054","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","ANSP",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Bivalves",NA,"jingle shell","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Anomia","Anomia","keen_cover",NA,NA,NA,NA,NA,NA,1.25,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8055","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","B",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,23.75,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8056","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","BM",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,42.5,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8057","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","BOVI",NA,NA,NA,NA,NA,"Invertebrate","Chordates","Tunicates",NA,"orange sheath tunicate","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides violaceus","keen_cover",NA,NA,NA,NA,NA,NA,3.75,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8058","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","BS",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,6.25,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8059","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","BUSP",NA,NA,NA,NA,NA,"Invertebrate","Bryozoans","Bryozoans",NA,NA,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Bugulina","Bugulina spicata","keen_cover",NA,NA,NA,NA,NA,NA,3.75,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8060","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","BUTU",NA,NA,NA,NA,NA,"Invertebrate","Bryozoans","Bryozoans",NA,"spiral tufted bryozoan","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Bugulidae","Crisularia","Crisularia turrita","keen_cover",NA,NA,NA,NA,NA,NA,12.5,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8061","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","CF",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Gastropods",NA,"Slipper Snail","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata","keen_cover",NA,NA,NA,NA,NA,NA,27.5,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8062","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","COF",NA,NA,NA,NA,NA,"Algae","Chlorophyta","Green Algae",NA,"Green fleece","Plantae","Chlorophyta","Ulvophyceae","Bryopsidales","Codiaceae","Codium","Codium fragile","keen_cover",NA,NA,NA,NA,NA,NA,1.25,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8063","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","CREB",NA,NA,NA,NA,NA,"Invertebrate","Bryozoans","Bryozoans",NA,"tufted ivory corraline","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Crisiidae","Crisia","Crisia eburnea","keen_cover",NA,NA,NA,NA,NA,NA,2.5,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8064","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","CYPU",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Erect Red Algae",NA,"Purple claw weed","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Cystocloniaceae","Cystoclonium","Cystoclonium purpureum","keen_cover",NA,NA,NA,NA,NA,NA,2.5,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8065","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","HJ",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Erect Red Algae",NA,"japan red algae","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Dasyaceae","Dasysiphonia","Dasysiphonia japonica","keen_cover",NA,NA,NA,NA,NA,NA,76.25,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8066","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","LESP",NA,NA,NA,NA,NA,"Algae","Rhodophyta","Red Algal Crusts",NA,NA,"Plantae","Rhodophyta","Florideophyceae","Corallinales","Hapalidiaceae","Leptophytum","Leptophytum acervatum","keen_cover",NA,NA,NA,NA,NA,NA,1.25,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8067","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","S",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,11.25,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8068","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","SCUN",NA,NA,NA,NA,NA,"Invertebrate","Bryozoans","Bryozoans",NA,"single horn bryzoan","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Schizoporellidae","Schizoporella","Schizoporella unicornis","keen_cover",NA,NA,NA,NA,NA,NA,1.25,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8069","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","SH",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,6.25,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8070","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","SL",NA,NA,NA,NA,NA,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_cover",NA,NA,NA,NA,NA,NA,10,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8071","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","SS",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,10,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8072","KEEN ONE","Byrnes","2017_8_16_South Smith's Cove",2017,8,16,"SW Appledore","South Smith's Cove","UV",NA,NA,NA,NA,NA,"Algae","Chlorophyta","Green Algae",NA,"Sea lettuce",NA,NA,NA,NA,NA,NA,"Blady Ulvoid","keen_cover",NA,NA,NA,NA,NA,NA,3.75,"KEEN ONE","Byrnes",2017,8,16,"SW Appledore","South Smith's Cove",42.98434,-70.61806,42.98464,-70.61816,7.7,6.6,16,3.5
"8073","KEEN ONE","Byrnes","2017_8_17_North Pepperrell",2017,8,17,"SW Appledore","North Pepperrell","ANSP",NA,NA,NA,NA,NA,"Invertebrate","Molluscs","Bivalves",NA,"jingle shell","Animalia","Mollusca","Bivalvia","Pectinida","Anomiidae","Anomia","Anomia","keen_cover",NA,NA,NA,NA,NA,NA,10,"KEEN ONE","Byrnes",2017,8,17,"SW Appledore","North Pepperrell",42.98613,-70.6199,42.98625,-70.61944,7.3,7.3,13,2
"8074","KEEN ONE","Byrnes","2017_8_17_North Pepperrell",2017,8,17,"SW Appledore","North Pepperrell","B",NA,NA,NA,NA,NA,"Substrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keen_cover",NA,NA,NA,NA,NA,NA,90,"KEEN ONE","Byrnes",2017,8,17,"SW Appledore","North Pepperrell",42.98613,-70.6199,42.98625,-70.61944,7.3,7.3,13,2
